_id,birthDate,birth year,birthPlace,birth city/country,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height_dup,height,highSchool,name,position,shoots,weight
kondlto01,Nov-30,1946,Brookfield, Illinois,0.3,40,0,47.8,42,11.5,3.3,3,0,40,University of Minnesota,91st overall,7th round,Milwaukee Bucks,1968,06-Aug-23,6.80,"Riverside-Brookfield in Riverside, Illinois",Tom Kondla,Center,Right,225
koperbu01,Aug-09,1942,Rocky, Oklahoma,0.8,44,,83.3,54,10.6,4.6,1.1,1,,Oklahoma City University,14th overall,2nd round,San Francisco Warriors,1964,06-Jun-23,6.60,"Rocky in Rocky, Oklahoma",Bud Koper,Shooting Guard,Right,210
kopicjo01,Jun-12,1960,Warren, Michigan,0.7,49.3,27.3,81.2,118,14.2,3.7,2.7,3.5,49.8,University of Detroit Mercy,56th overall,3rd round,Atlanta Hawks,1982,06-Sep-23,6.90,"Fitzgerald in Warren, Michigan",Joe Kopicki,Power Forward,Right,240
korkmfu01,Jul-24,1997,Istanbul, Turkey,0.9,38.8,32.3,79.2,62,10.6,4.9,1.9,1.1,48.4,,26th overall,1st round,Philadelphia 76ers,2016,06-Jul-23,6.70,,Furkan Korkmaz,Shooting Guard,Right,190
kornefr01,Jan-27,1967,Lexington, Kentucky,0.3,36.9,26.3,59.6,89,6.2,1.9,1.1,0,39.8,Vanderbilt University,30th overall,2nd round,Milwaukee Bucks,1989,06-Sep-23,6.90,"Catholic in Lexington, Kentucky",Frank Kornet,Power Forward,Right,225
kornelu01,Jul-15,1995,Lantana, Texas,1.2,38.2,36,80.7,66,14.4,6.9,3,1.9,50.2,Vanderbilt University,,,,,07-Jan-23,7.10,"Liberty Christian in Argyle, Texas",Luke Kornet,Power Forward,Right,250
korolya01,May-07,1987,Moscow, Russia,0.4,28.3,25,62.5,34,5.6,1.1,0.5,-0.1,31.5,,12th overall,1st round,Los Angeles Clippers,2005,06-Sep-23,6.90,,Yaroslav Korolev,Small Forward,Right,203
korveky01,Mar-17,1981,Lakewood, California,1.7,44.3,42.9,87.8,1174,12.8,9.9,3,70.9,57.4,Creighton University,51st overall,2nd round,New Jersey Nets,2003,06-Jul-23,6.70,"Pella in Pella, Iowa",Kyle Korver,Small Forward and Shooting Guard and Power Forward,Right,212
koskito01,Jun-26,1946,,,0.8,28.6,-,100,5,4.9,1.2,1.4,0,28.6,Providence College,,,,,06-Aug-23,6.80,,Tony Koski,Small Forward,Right,215
kosmale01,Nov-29,1951,Cleveland, Ohio,0.7,39.8,,77.8,76,10.4,1.4,1.9,0.6,,University of Tennessee,24th overall,2nd round,Kansas City-Omaha Kings,1974,7-0,7.00,"Maple Heights in Cleveland, Ohio",Len Kosmalski,Center,Right,245
kostean01,Feb-10,1921,,,0.7,41.8,,61.4,21,-,6.4,-,1.7,,Georgetown University,,1948 BAA Draf,Indianapolis Jets,,06-Mar-23,6.30,"Bloomfield in Bloomfield, New Jersey",Andy Kostecka,Forward,Right,203
kottmha01,Aug-22,1922,,,0.3,31.4,,46.5,53,-,3.1,-,1.6,,Culver-Stockton College,,,,,06-Aug-23,6.80,,Harold Kottman,Center,Right,220
koufoko01,Feb-24,1989,Canton, Ohio,0.5,53.4,0,58.2,686,15.4,5.7,5,28.3,53.4,Ohio State University,23rd overall,1st round,Utah Jazz,2008,7-0,7.00,"GlenOak in Canton, Ohio",Kosta Koufos,Center,Right,245
kozelto01,Jul-01,1951,Traverse City, Michigan,0.5,41.9,,74.5,189,7.8,2.2,1.8,2.4,,University of Toledo,48th overall,3rd round,Capital Bullets,1973,06-Aug-23,6.80,"Central in Traverse City, Michigan",Tom Kozelko,Power Forward,Right,220
kozliro01,Dec-12,1944,Chicago, Illinois,0.4,33.9,20.7,61.8,37,7.4,2.9,1.9,-0.1,36.4,Northwestern University,41st overall,4th round,San Diego Rockets,1967,06-Jul-23,6.70,"Palatine Township in Palatine, Illinois",Ronald Kozlicki,Small Forward,Right,215
kramear01,Oct-02,1956,Fulda, Minnesota,0.4,31.8,-,100,8,6.6,2,1.5,-0.1,31.8,Augustana College (SD),45th overall,3rd round,Utah Jazz,1979,06-Sep-23,6.90,"Fulda in Fulda, Minnesota",Arvid Kramer,Center,Right,220
krameba01,Nov-10,1942,Schenectady, New York,0.7,33.6,0,72.8,59,9.3,3.6,1.9,0.1,33.6,New York University,6th overall,1st round,San Francisco Warriors,1964,06-Apr-23,6.40,"Linton in Schenectady, New York",Barry Kramer,Small Forward,Right,200
kramejo01,Nov-30,1955,San Diego, California,1,47.9,0,73.7,328,10.8,3.8,2.8,9.1,47.9,San Diego State University,63rd overall,3rd round,Phoenix Suns,1978,06-Jul-23,6.70,"Patrick Henry in San Diego, California",Joel Kramer,Center and Power Forward,Right,203
kramest01,Jan-01,1945,Sandy, Utah,1.9,42.9,12.5,78,124,12.5,8.5,2.5,4.3,43,Brigham Young University,,,,,06-May-23,6.50,"Sandy in Sandy, Utah",Steven Kramer,Shooting Guard,Right,200
krausda01,Feb-13,1923,,,0.5,14.3,,45.8,13,-,1.6,-,-0.3,,Georgetown University,,1948 BAA Draf,Baltimore Bullets,,6-0,6.00,"DeWitt Clinton in Bronx, New York",Dan Kraus,Guard,Right,195
krauthe01,Nov-19,1926,Newark, New Jersey,0.4,22.2,,45.5,10,-,1.3,-,-0.1,,Rider University,,1948 BAA Draf,Baltimore Bullets,,06-Jan-23,6.10,"Weequahic in Newark, New Jersey",Herb Krautblatt,Guard,Left,190
kravtvi01,Aug-25,1987,Odessa, Ukraine,0.2,67.2,-,33.3,45,13.6,2.2,1.4,0.4,67.2,,,,,,7-0,7.00,,Viacheslav Kravtsov,Center,Right,260
krebsji01,Sep-08,1935,Webster Groves, Missouri,0.8,40.5,,75.5,515,11.5,8,6.2,12.4,,Southern Methodist University,3rd overall,1st round,Minneapolis Lakers,1957,06-Aug-23,6.80,"Webster Groves in Webster Groves, Missouri",Jim Krebs,Center,Right,230
kreklwa01,Jan-04,1957,Neenah, Wisconsin,0.4,23.4,25,70,25,-1.9,1.2,0.5,-0.3,24.5,Drake University,53rd overall,3rd round,Boston Celtics,1979,06-Apr-23,6.40,"Neenah in Neenah, Wisconsin",Wayne Kreklow,Shooting Guard,Right,175
kronto01,Feb-28,1943,,,2.7,38.7,36.8,76.8,224,11.4,6,3,2.6,39,University of Kentucky,24th overall,3rd round,St. Louis Hawks,1966,06-May-23,6.50,"Tell City in Tell City, Indiana",Tommy Kron,Shooting Guard,Right,200
kroppto01,Feb-12,1953,Grand Island, Nebraska,0.6,44,,70.2,78,9.9,2.5,0.8,0.5,,University of Nebraska at Kearney,48th overall,3rd round,Washington Bullets,1975,06-Mar-23,6.30,"Aurora in Aurora, Nebraska",Tom Kropp,Shooting Guard,Right,205
krstine01,Jul-25,1983,Kraljevo, Serbia,0.8,49.4,14.3,73,419,13.6,10,5.4,21.5,49.4,,24th overall,1st round,New Jersey Nets,2002,7-0,7.00,,Nenad Krstic,Center and Power Forward,Right,240
krystla01,Sep-23,1964,Missoula, Montana,1.2,45.7,13.9,79.5,420,12,8.2,4.9,15.6,45.8,University of Montana,28th overall,2nd round,Chicago Bulls,1986,06-Sep-23,6.90,"Big Sky in Missoula, Montana",Larry Krystkowiak,Power Forward,Right,220
kuberst01,Nov-06,1947,Moline, Illinois,0.6,41.7,,76.7,568,11.4,5.5,3.8,11.4,,Bradley University,52nd overall,4th round,Boston Celtics,1969,06-Aug-23,6.80,"Moline in Moline, Illinois",Steve Kuberski,Center and Power Forward and Small Forward,Right,215
kubiale01,Dec-25,1927,,,3.2,32.6,,81.4,62,-,11.5,-,0.5,,Bowling Green State University,,1948 BAA Draf,Rochester Royals,,05-Nov-23,5.11,,Leo Kubiak,Guard,Right,160
kuczebr01,Feb-03,1961,Bristol, Connecticut,0.5,27,-,66.7,15,-0.5,1.9,1.5,-0.4,27,University of Connecticut,59th overall,3rd round,New Jersey Nets,1983,06-Oct-23,6.10,"Central in Bristol, Connecticut",Bruce Kuczenski,Power Forward,Right,230
kudelfr01,Jun-25,1925,,,2.1,33.1,,70.8,228,12.8,7.2,3.2,3.7,,Saint Mary's College of California,,,,,06-Feb-23,6.20,"Lowell in San Francisco, California",Frank Kudelka,Shooting Guard and Small Forward,Right,193
kuestjo01,Feb-06,1955,Richmond, Virginia,2.3,42.7,0,83.3,135,11.4,3.3,1,2,42.7,University of North Carolina,53rd overall,3rd round,Kansas City Kings,1977,06-Feb-23,6.20,"Benedictine in Richmond, Virginia",John Kuester,Point Guard,Right,180
kukara01,Feb-17,1922,Havre, Montana,0.7,32,,59.1,52,-,4.9,-,3.2,,University of Notre Dame,,,,,06-Mar-23,6.30,"Havre in Havre, Montana",Ray Kuka,Forward,Right,200
kukocto01,Sep-18,1968,Split, Croatia,3.7,44.7,33.5,72.9,846,17.3,11.6,4.2,59.6,49.2,,29th overall,2nd round,Chicago Bulls,1990,06-Oct-23,6.10,,Toni Kukoc,Power Forward and Small Forward,Left,192
kunneke01,Nov-11,1951,Dubuque, Iowa,1.4,47.6,-,68.2,555,14.6,8.3,7.3,22,47.6,University of Iowa,12th overall,1st round,Chicago Bulls,1973,7-0,7.00,"Wahlert in Dubuque, Iowa",Kevin Kunnert,Center,Right,230
kunzete01,Mar-11,1943,,,1,33.9,45.5,57.8,46,5.1,5,1.6,0.6,34.9,University of Minnesota,58th overall,7th round,St. Louis Hawks,1965,06-Apr-23,6.40,"Duluth Central in Duluth, Minnesota",Terry Kunze,Shooting Guard,Right,210
kupchmi01,May-24,1954,Hicksville, New York,0.7,52.3,0,70.4,510,16.2,10.2,5.4,27.1,52.3,University of North Carolina,13th overall,1st round,Washington Bullets,1976,06-Sep-23,6.90,"Brentwood in Brentwood, New York",Mitch Kupchak,Center and Power Forward,Right,230
kupeccj01,Jan-16,1953,Oak Lawn, Illinois,0.7,42.7,,77.2,147,11.5,4.1,2.1,1.8,,University of Michigan,56th overall,4th round,Los Angeles Lakers,1975,06-Jun-23,6.60,"Community in Oak Lawn, Illinois",C.J. Kupec,Small Forward,Right,220
kurucro01,Feb-05,1998,Cesis, Latvia,0.8,45,31.5,78.3,63,11,8.5,3.9,1.6,51.4,,40th overall,2nd round,Brooklyn Nets,2018,06-Sep-23,6.90,,Rodions Kurucs,Small Forward,Right,210
kurzro01,Mar-05,1985,Philadelphia, Pennsylvania,0.5,38.9,39.5,80,40,11.8,3.9,2,0.7,44.7,University of Notre Dame,,,,,06-Sep-23,6.90,"William Penn Charter School in Philadelphia, Pennsylvania",Rob Kurz,Small Forward,Right,232
kutluib01,Jul-01,1974,Istanbul, Turkey,0,0,-,-,5,-12.9,0,0.2,-0.1,0,,,,,,06-Jun-23,6.60,,Ibo Kutluay,Shooting Guard,Right,200
kuzmaky01,Jul-24,1995,Flint, Michigan,2.2,45.3,33.5,73.1,147,14.1,17.3,5.9,7,52.1,University of Utah,27th overall,1st round,Brooklyn Nets,2017,06-Sep-23,6.90,"Rise Academy in Philadelphia, Pennsylvania",Kyle Kuzma,Power Forward,Right,220
kuzmiog01,May-16,1990,Doboj, Bosnia and Herzegovina,0.2,52,-,60,37,7.6,0.9,1,0.2,52,,52nd overall,2nd round,Golden State Warriors,2012,07-Jan-23,7.10,,Ognjen Kuzmic,Center,Right,251
kuzmimi01,Oct-19,1989,Vilnius, Lithuania,1,42.6,32.1,80.9,69,12.3,6.2,1.8,1.1,49.9,,,,,,06-Sep-23,6.90,,Mindaugas Kuzminskas,Small Forward,Right,215
labissk01,Mar-18,1996,Port-au-Prince, Haiti,1,48,37.5,74.6,115,14.9,7.6,4.3,3,49.9,University of Kentucky,28th overall,1st round,Phoenix Suns,2016,06-Nov-23,6.11,"Lausanne Collegiate School in Memphis, Tennessee",Skal Labissiere,Power Forward,Right,235
lacefre01,Apr-10,1945,Gary, Indiana,0,50,0,50,8,12.8,3,1.4,0.1,50,Western Michigan University,155th overall,12th round,Los Angeles Lakers,1968,06-May-23,6.50,,Reggie Lacefield,Guard/Forward,Right,230
laceyed01,Aug-02,1944,Los Angeles, California,0.7,44.7,0,56.7,46,10.5,5.1,3.9,0.5,44.7,"University of California, Los Angeles",76th overall,7th round,Boston Celtics,1967,06-Jun-23,6.60,"Jefferson in Los Angeles, California",Edgar Lacey,Small Forward,Right,190
laceysa01,Mar-28,1948,Indianola, Mississippi,3.7,44.1,18.8,73.8,1002,14.2,10.3,9.7,50.9,44.1,New Mexico State University,5th overall,1st round,Cincinnati Royals,1970,06-Oct-23,6.10,"Gentry in Indianola, Mississippi",Sam Lacey,Center,Right,235
lackebo01,Apr-04,1949,Evanston, Illinois,1.9,43.1,40,59.3,71,7.3,5.8,2.3,-0.1,43.4,Marquette University,71st overall,5th round,Atlanta Hawks,1972,06-May-23,6.50,"Evanston Township in Evanston, Illinois",Bob Lackey,Shooting Guard,Right,200
lacoufr01,Feb-07,1938,,,1.9,42.1,,77.4,144,11.8,6.5,3.3,3.4,,University of San Francisco,22nd overall,3rd round,St. Louis Hawks,1960,06-May-23,6.50,"Saint Ignatius in San Francisco, California",Fred LaCour,Point Guard and Small Forward,Right,210
ladnewe01,Oct-06,1948,Necaise Crossing, Mississippi,2.1,38.6,25.2,71.2,300,12.5,11.6,8.3,3.6,40,University of Southern Mississippi,,,,,06-May-23,6.50,"North Central in Hancock, Mississippi",Wendell Ladner,Small Forward,Right,220
laettch01,Aug-17,1969,Angola, New York,2.6,48,26.1,82,868,16.9,12.8,6.7,64.9,48.6,Duke University,3rd overall,1st round,Minnesota Timberwolves,1992,06-Nov-23,6.11,"Nichols School in Buffalo, New York",Christian Laettner,Center and Power Forward,Right,235
lafayol01,May-06,1984,Baton Rouge, Louisiana,2,50,50,-,1,12.8,7,4,0,58.3,University of Houston,,,,,06-Feb-23,6.20,"Capitol in Baton Rouge, Louisiana",Oliver Lafayette,Shooting Guard,Right,190
lafrera01,May-29,1976,Hampton, Iowa,1.1,46.6,36.3,71.1,563,16.1,10.1,6.1,39.4,51.6,University of Kansas,3rd overall,1st round,Denver Nuggets,1998,06-Nov-23,6.11,"MFL MarMac in Monona, Iowa",Raef LaFrentz,Power Forward and Center,Left,240
lagarto01,Feb-10,1955,Detroit, Michigan,1.5,46.2,0,64,312,11.5,7.6,5.1,6.5,46.2,University of North Carolina,9th overall,1st round,Denver Nuggets,1977,06-Oct-23,6.10,"Central Catholic in Detroit, Michigan",Tom LaGarde,Center,Right,220
laimbbi01,May-19,1957,Boston, Massachusetts,2,49.8,32.6,83.7,1068,16.1,12.9,9.7,105.6,50.7,University of Notre Dame,65th overall,3rd round,Cleveland Cavaliers,1979,06-Nov-23,6.11,"Palos Verdes in Palos Verdes, California",Bill Laimbeer,Center,Right,245
lalicpe01,Jun-23,1920,,,0,0,,-,1,-,0,-,0,,Ohio University,,,,,06-Feb-23,6.20,,Pete Lalich,Forward,Right,190
lamarbo01,Apr-07,1951,Columbus, Ohio,3.9,41.1,26.7,76.8,273,14.6,16.4,2.7,5.4,42.4,University of Louisiana at Lafayette,44th overall,3rd round,Detroit Pistons,1973,06-Jan-23,6.10,"East in Columbus, Ohio",Bo Lamar,Shooting Guard and Point Guard,Right,180
lambdo01,Nov-06,1991,Queens, New York,0.8,38.1,39.4,70,100,6.3,3.5,1,0.1,45.8,University of Kentucky,42nd overall,2nd round,Milwaukee Bucks,2012,06-Apr-23,6.40,"Oak Hill Academy in Mouth of Wilson, Virginia",Doron Lamb,Shooting Guard,Right,210
lambje01,May-30,1992,Henrico, Virginia,1.5,44.3,33.9,85.3,435,16.1,10.2,3.7,20.8,50.2,University of Connecticut,12th overall,1st round,Houston Rockets,2012,06-May-23,6.50,"Norcross in Norcross, Georgia",Jeremy Lamb,Small Forward and Shooting Guard,Right,185
lambejo01,Jan-14,1953,Berkeley, California,0.6,42.8,8.3,69.3,446,10.4,3.8,3.3,6.9,42.8,University of Southern California,15th overall,1st round,Cleveland Cavaliers,1975,06-Oct-23,6.10,"Berkeley in Berkeley, California",John Lambert,Power Forward,Right,225
lampje01,Mar-09,1959,Minneapolis, Minnesota,0.9,47,22.2,84.1,291,11.5,5.1,1.5,5.2,47.4,University of Virginia,15th overall,1st round,Portland Trail Blazers,1981,06-Jun-23,6.60,"Ballard in Louisville, Kentucky",Jeff Lamp,Small Forward,Right,195
lampema01,Feb-05,1985,Lodz, Poland,0.3,40.7,25,67.6,64,8.5,3.4,2.2,-0.2,41.1,,30th overall,2nd round,New York Knicks,2003,06-Nov-23,6.11,,Maciej Lampe,Center,Right,275
lamplji01,Jul-02,1960,Harrisburg, Pennsylvania,0,33.3,-,50,1,8.3,3,5,0,33.3,"Vanderbilt University, University of Arkansas at Little Rock",102nd overall,5th round,Dallas Mavericks,1983,06-Oct-23,6.10,"Passaic County Technical Institute in Wayne, New Jersey",Jim Lampley,Center,Right,230
lamplse01,Sep-03,1979,Harvey, Illinois,0.7,46.3,0,69.1,45,13.5,4.5,2.1,1.1,46.3,University of California,45th overall,2nd round,Chicago Bulls,2001,06-Jul-23,6.70,"Saint Francis DeSales in Chicago, Illinois",Sean Lampley,Small Forward,Right,227
landrca01,Sep-19,1983,Milwaukee, Wisconsin,0.7,53.5,30,78.5,513,17.5,10.8,4.9,35.9,53.6,Purdue University,31st overall,2nd round,Seattle SuperSonics,2007,06-Sep-23,6.90,"Vincent in Milwaukee, Wisconsin",Carl Landry,Power Forward,Right,248
landrma01,Nov-01,1985,Milwaukee, Wisconsin,0,37.2,32.1,60,18,7.2,2.4,1.1,-0.1,47.7,University of Wisconsin,,,,,06-Jul-23,6.70,"Vincent in Milwaukee, Wisconsin",Marcus Landry,Small Forward,Right,230
landsma01,May-21,1955,Minot, North Dakota,0.5,48.1,0,52.2,437,12.8,5.6,6.1,12.2,48.1,"University of Minnesota, Arizona State University",35th overall,2nd round,Chicago Bulls,1977,06-Aug-23,6.80,"Mounds View in Saint Paul, Minnesota",Mark Landsberger,Power Forward and Center,Right,215
laneje01,Dec-04,1966,Akron, Ohio,1.5,44.1,6.3,37.9,218,12.6,5.3,5.8,2.3,44.2,University of Pittsburgh,23rd overall,1st round,Denver Nuggets,1988,06-Jun-23,6.60,"Saint Vincent-Saint Mary in Akron, Ohio",Jerome Lane,Power Forward,Right,230
langan01,Jun-28,1966,Pine Bluff, Arkansas,0.6,47,25,74.4,737,11.7,6,4.8,28.6,47.1,University of Arkansas,28th overall,2nd round,Phoenix Suns,1988,06-Nov-23,6.11,"Dollarway in Pine Bluff, Arkansas",Andrew Lang,Center,Right,245
langan02,May-15,1972,Mobile, Alabama,0.3,45.5,0,71.9,143,8.8,2.3,1.5,1.7,45.5,Duke University,29th overall,2nd round,Phoenix Suns,1994,06-Aug-23,6.80,"LeFlore Magnet in Mobile, Alabama",Antonio Lang,Power Forward and Small Forward,Right,205
langja01,Oct-17,1983,Mobile, Alabama,0.2,44.4,-,60,11,6.6,1,1,0.1,44.4,,48th overall,2nd round,New Orleans Hornets,2003,06-Oct-23,6.10,"Central Park Christian in Birmingham, Alabama",James Lang,Center,Right,285
langdtr01,May-13,1976,Palo Alto, California,1.3,41.6,39.6,91,119,12.2,5.4,1.3,2.9,49.7,Duke University,11th overall,1st round,Cleveland Cavaliers,1999,06-Mar-23,6.30,"Anchorage East in Anchorage, Alaska",Trajan Langdon,Shooting Guard,Right,197
langfke01,Sep-15,1983,Fort Worth, Texas,0,25,-,-,2,-2.4,1,1,0,25,University of Kansas,,,,,06-Apr-23,6.40,"North Crowley in Fort Worth, Texas",Keith Langford,Shooting Guard,Left,215
langhda01,Nov-28,1977,Chicago, Illinois,0.3,39.1,28.9,61.3,133,8.8,3,1.5,0.3,40.3,Vanderbilt University,31st overall,2nd round,Dallas Mavericks,2000,06-Nov-23,6.11,"Marshall County in Benton, Kentucky",Dan Langhi,Small Forward,Right,220
laniebo01,Sep-10,1948,Buffalo, New York,3.1,51.4,15.4,76.7,959,21.7,20.1,10.1,117.1,51.4,St. Bonaventure University,1st overall,1st round,Detroit Pistons,1970,06-Nov-23,6.11,"Bennett in Buffalo, New York",Bob Lanier,Center,Left,250
lantzst01,Jul-13,1946,Uniontown, Pennsylvania,2.9,43.5,,81.4,547,13.4,12.4,3.3,32.5,,University of Nebraska,23rd overall,3rd round,San Diego Rockets,1968,06-Mar-23,6.30,"Uniontown in Uniontown, Pennsylvania",Stu Lantz,Point Guard and Shooting Guard,Right,175
laproni01,Jan-31,1990,Buenos Aires, Argentina,1.6,42.6,37,100,18,8.4,3.3,0.6,0.2,53.2,,,,,,06-Apr-23,6.40,,Nicolas Laprovittola,Point Guard,Right,180
laresyo01,Jul-18,1938,New York, New York,1.6,37.3,,80.6,59,9.2,5.1,1.3,0.3,,University of North Carolina,46th overall,6th round,St. Louis Hawks,1960,06-Apr-23,6.40,"Saint Ann's Academy in New York, New York",York Larese,Shooting Guard,Right,183
larkish01,Oct-02,1992,Cincinnati, Ohio,2.9,42.2,33.6,77.7,256,11.4,5.5,1.9,4.4,46.8,University of Miami,18th overall,1st round,Atlanta Hawks,2013,05-Nov-23,5.11,"Dr. Phillips in Orlando, Florida",Shane Larkin,Point Guard,Right,175
larueru01,Dec-10,1973,Winston-Salem, North Carolina,1.6,37.6,31.8,84.1,98,8.9,5,1.3,0.5,43.1,Wake Forest University,,,,,06-Feb-23,6.20,"Northwest in Greensboro, North Carolina",Rusty LaRue,Point Guard,Right,210
larusru01,Nov-11,1937,Brooklyn, New York,2.1,43.1,,76.7,736,15.4,15.6,9.4,61.4,,Dartmouth College,10th overall,2nd round,Minneapolis Lakers,1959,06-Jul-23,6.70,"James Madison in Brooklyn, New York",Rudy LaRusso,Power Forward and Small Forward,Right,220
laskojo01,Jun-07,1953,South Bend, Indiana,0.8,39.8,,76,118,10.9,7.1,2.4,2,,Indiana University,32nd overall,2nd round,Chicago Bulls,1975,06-Jun-23,6.60,"Saint Joseph in South Bend, Indiana",John Laskowski,Shooting Guard,Right,185
lasmest01,Dec-17,1982,Port-Gentil, Gabon,0.2,45.1,-,59.4,16,11.7,5.2,3.3,0.3,45.1,University of Massachusetts Amherst,46th overall,2nd round,Golden State Warriors,2007,06-Aug-23,6.80,"Leon Mba in Libreville, Gabon",Stephane Lasme,Power Forward and Small Forward,Right,215
lattida01,Dec-23,1943,Houston, Texas,0.7,47.7,0,63.1,263,13.6,7.2,5.1,6.3,47.7,University of Texas at El Paso,10th overall,1st round,San Francisco Warriors,1967,06-Jun-23,6.60,"Evan E. Worthing in Houston, Texas",Dave Lattin,Power Forward,Right,225
laudepr01,Aug-31,1973,Chicago, Illinois,0.4,47.2,0,55.4,74,11.3,3.4,1.9,-0.8,47.2,Central State University,28th overall,1st round,Atlanta Hawks,1996,07-Apr-23,7.40,"Carver in Chicago, Illinois",Priest Lauderdale,Center,Left,325
laureri01,Jul-11,1954,Philadelphia, Pennsylvania,0.3,32.3,,100,10,7.5,2.4,1,0,,Hofstra University,19th overall,1st round,Portland Trail Blazers,1977,06-Jun-23,6.60,"Overbrook in Philadelphia, Pennsylvania",Rich Laurel,Shooting Guard,Left,190
lauriha01,Nov-02,1944,,,0.9,25,-,63.6,9,0.6,1.4,1.7,0,25,Saint Peter's College,98th overall,8th round,Detroit Pistons,1968,06-Jan-23,6.10,"Lincoln in Jersey City, New Jersey",Harry Laurie,Guard,Right,178
lautewa01,Nov-17,1922,,,1.3,30.1,,69.1,55,-,4.3,-,-1.3,,University of Wisconsin,,,,,06-Feb-23,6.20,"Plymouth in Plymouth, Wisconsin",Walt Lautenbach,Guard/Forward,Right,185
lauvejo01,Sep-30,1991,Mulhouse, France,0.9,47.9,28.5,71.9,208,14.3,5.6,3.8,5.2,50.4,,55th overall,2nd round,Memphis Grizzlies,2013,06-Nov-23,6.11,,Joffrey Lauvergne,Center and Power Forward,Right,220
lavelto01,Jul-11,1926,Somerville, Massachusetts,0.7,36.7,,85.3,86,-,6.9,2,4.7,,Yale University,4th overall,1st round,Boston Celtics,1949,06-Mar-23,6.30,"Somerville in Somerville, Massachusetts",Tony Lavelli,Forward,Right,185
lavinza01,Mar-10,1995,Renton, Washington,3.5,44.6,37.3,82.4,293,14.8,16.1,3.4,8,50.6,"University of California, Los Angeles",13th overall,1st round,Minnesota Timberwolves,2014,06-May-23,6.50,"Bothell in Bothell, Washington",Zach LaVine,Point Guard and Shooting Guard,Right,200
lavoybo01,Jun-29,1926,Aurora, Illinois,1.5,38.4,,70.7,264,15,8.2,6.2,15.9,,Western Kentucky University,8th overall,1st round,Indianapolis Olympians,1950,06-Jul-23,6.70,"East Aurora in Aurora, Illinois",Bob Lavoy,Power Forward,Right,185
lawac01,Jan-25,1985,Dallas, Texas,1.6,41.3,23.5,77.8,188,9.9,3.9,1,1.6,43.4,Texas A&M University,11th overall,1st round,Atlanta Hawks,2007,06-Mar-23,6.30,"Justin F. Kimball in Dallas, Texas",Acie Law,Point Guard,Right,195
lawalga01,Nov-07,1988,College Park, Georgia,0,-,-,-,1,-9.1,0,0,0,-,Georgia Institute of Technology,46th overall,2nd round,Phoenix Suns,2010,06-Sep-23,6.90,"Norcross in Norcross, Georgia",Gani Lawal,Power Forward,Right,234
lawreed01,Dec-08,1952,Lake Charles, Louisiana,0.3,62.5,-,50,3,19.4,4,1.3,0.1,62.5,McNeese State University,84th overall,5th round,Cleveland Cavaliers,1976,7-0,7.00,"W.O. Boston in Lake Charles, Louisiana",Edmund Lawrence,Center,Right,228
lawsoja01,Sep-02,1974,Philadelphia, Pennsylvania,0.3,60,-,80,17,21.5,1.5,1.6,0.5,60,Villanova University,41st overall,2nd round,Denver Nuggets,1997,06-Nov-23,6.11,"Olney in Philadelphia, Pennsylvania",Jason Lawson,Center,Right,240
